date,mine_sector,rainfall_mm_day,temperature_c,soil_moisture_pct,fleet_capacity_pct,blasting_events,target_yield_mt,actual_yield_mt,shortfall_mt,condition_type,root_cause,suggested_action,feasibility_pct,recovered_yield_mt
2023-07-09,Balaghat Central Mine,36.7,28.7,76.6,87.4,4,1500,5000,12065,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,92.2,9048
2023-07-09,Mansar West Mine,36.7,28.7,76.6,87.4,4,1500,5000,16884,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,95.0,12663
2023-07-09,Dongri Buzurg Mine,36.7,28.7,76.6,87.4,4,1500,5000,13649,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,94.6,10236
2023-07-09,Ukwa East Mine,36.7,28.7,76.6,87.4,4,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,89.4,13875
2023-07-10,Balaghat Central Mine,92.8,29.0,71.6,74.0,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,93.7,13320
2023-07-10,Mansar West Mine,92.8,29.0,71.6,74.0,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.2,13320
2023-07-10,Dongri Buzurg Mine,92.8,29.0,71.6,74.0,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.7,13320
2023-07-10,Ukwa East Mine,92.8,29.0,71.6,74.0,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,89.4,13320
2023-07-11,Balaghat Central Mine,30.0,23.5,78.8,65.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,88.8,14800
2023-07-11,Mansar West Mine,30.0,23.5,78.8,65.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,94.9,14800
2023-07-11,Dongri Buzurg Mine,30.0,23.5,78.8,65.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,96.4,14800
2023-07-11,Ukwa East Mine,30.0,23.5,78.8,65.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,97.4,14800
2023-07-12,Balaghat Central Mine,130.7,31.8,88.9,66.4,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.7,13320
2023-07-12,Mansar West Mine,130.7,31.8,88.9,66.4,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.6,13320
2023-07-12,Dongri Buzurg Mine,130.7,31.8,88.9,66.4,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.2,13320
2023-07-12,Ukwa East Mine,130.7,31.8,88.9,66.4,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.8,13320
2023-07-13,Balaghat Central Mine,59.1,30.3,66.0,81.2,4,1500,5000,12691,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.8,9137
2023-07-13,Mansar West Mine,59.1,30.3,66.0,81.2,4,1500,5918,9082,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.9,6539
2023-07-13,Dongri Buzurg Mine,59.1,30.3,66.0,81.2,4,1500,6018,8982,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.4,6467
2023-07-13,Ukwa East Mine,59.1,30.3,66.0,81.2,4,1500,5000,14190,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.5,10216
2023-07-14,Balaghat Central Mine,103.8,31.7,84.0,80.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.9,13320
2023-07-14,Mansar West Mine,103.8,31.7,84.0,80.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.3,13320
2023-07-14,Dongri Buzurg Mine,103.8,31.7,84.0,80.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.9,13320
2023-07-14,Ukwa East Mine,103.8,31.7,84.0,80.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.5,13320
2023-07-15,Balaghat Central Mine,167.2,24.8,75.5,72.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.1,13320
2023-07-15,Mansar West Mine,167.2,24.8,75.5,72.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.6,13320
2023-07-15,Dongri Buzurg Mine,167.2,24.8,75.5,72.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.1,13320
2023-07-15,Ukwa East Mine,167.2,24.8,75.5,72.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.2,13320
2023-07-16,Balaghat Central Mine,148.1,28.9,89.1,61.5,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.7,13320
2023-07-16,Mansar West Mine,148.1,28.9,89.1,61.5,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.6,13320
2023-07-16,Dongri Buzurg Mine,148.1,28.9,89.1,61.5,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.0,13320
2023-07-16,Ukwa East Mine,148.1,28.9,89.1,61.5,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.7,13320
2023-07-17,Balaghat Central Mine,159.0,24.4,71.9,77.7,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.6,13320
2023-07-17,Mansar West Mine,159.0,24.4,71.9,77.7,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.6,13320
2023-07-17,Dongri Buzurg Mine,159.0,24.4,71.9,77.7,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,96.7,13320
2023-07-17,Ukwa East Mine,159.0,24.4,71.9,77.7,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.2,13320
2023-07-18,Balaghat Central Mine,41.8,28.7,83.6,86.8,1,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,90.5,13875
2023-07-18,Mansar West Mine,41.8,28.7,83.6,86.8,1,1500,5000,16381,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,91.0,12285
2023-07-18,Dongri Buzurg Mine,41.8,28.7,83.6,86.8,1,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,87.3,13875
2023-07-18,Ukwa East Mine,41.8,28.7,83.6,86.8,1,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,94.0,13875
2023-07-19,Balaghat Central Mine,80.2,25.7,72.8,83.5,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.9,13320
2023-07-19,Mansar West Mine,80.2,25.7,72.8,83.5,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,89.9,13320
2023-07-19,Dongri Buzurg Mine,80.2,25.7,72.8,83.5,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.6,13320
2023-07-19,Ukwa East Mine,80.2,25.7,72.8,83.5,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,93.5,13320
2023-07-20,Balaghat Central Mine,25.4,28.2,69.8,63.2,4,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,96.8,14800
2023-07-20,Mansar West Mine,25.4,28.2,69.8,63.2,4,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,86.3,14800
2023-07-20,Dongri Buzurg Mine,25.4,28.2,69.8,63.2,4,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,95.4,14800
2023-07-20,Ukwa East Mine,25.4,28.2,69.8,63.2,4,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,91.6,14800
2023-07-21,Balaghat Central Mine,131.2,21.4,65.4,57.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,93.5,13320
2023-07-21,Mansar West Mine,131.2,21.4,65.4,57.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.7,13320
2023-07-21,Dongri Buzurg Mine,131.2,21.4,65.4,57.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.9,13320
2023-07-21,Ukwa East Mine,131.2,21.4,65.4,57.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,96.8,13320
2023-07-22,Balaghat Central Mine,178.8,25.8,78.4,58.8,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,93.3,13320
2023-07-22,Mansar West Mine,178.8,25.8,78.4,58.8,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.7,13320
2023-07-22,Dongri Buzurg Mine,178.8,25.8,78.4,58.8,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.5,13320
2023-07-22,Ukwa East Mine,178.8,25.8,78.4,58.8,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.6,13320
2023-07-23,Balaghat Central Mine,147.4,28.0,68.0,57.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.6,13320
2023-07-23,Mansar West Mine,147.4,28.0,68.0,57.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.5,13320
2023-07-23,Dongri Buzurg Mine,147.4,28.0,68.0,57.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.0,13320
2023-07-23,Ukwa East Mine,147.4,28.0,68.0,57.9,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.1,13320
2023-07-24,Balaghat Central Mine,51.7,31.6,64.6,97.7,4,1500,10120,4880,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,96.3,3513
2023-07-24,Mansar West Mine,51.7,31.6,64.6,97.7,4,1500,7147,7853,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.1,5654
2023-07-24,Dongri Buzurg Mine,51.7,31.6,64.6,97.7,4,1500,10275,4725,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.2,3402
2023-07-24,Ukwa East Mine,51.7,31.6,64.6,97.7,4,1500,10706,4294,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.3,3091
2023-07-25,Balaghat Central Mine,85.5,24.2,82.5,70.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.9,13320
2023-07-25,Mansar West Mine,85.5,24.2,82.5,70.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,93.0,13320
2023-07-25,Dongri Buzurg Mine,85.5,24.2,82.5,70.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.0,13320
2023-07-25,Ukwa East Mine,85.5,24.2,82.5,70.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.5,13320
2023-07-26,Balaghat Central Mine,84.4,24.0,74.7,58.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.7,13320
2023-07-26,Mansar West Mine,84.4,24.0,74.7,58.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.2,13320
2023-07-26,Dongri Buzurg Mine,84.4,24.0,74.7,58.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,93.9,13320
2023-07-26,Ukwa East Mine,84.4,24.0,74.7,58.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.3,13320
2023-07-27,Balaghat Central Mine,133.7,28.6,78.9,77.1,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.6,13320
2023-07-27,Mansar West Mine,133.7,28.6,78.9,77.1,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.6,13320
2023-07-27,Dongri Buzurg Mine,133.7,28.6,78.9,77.1,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.1,13320
2023-07-27,Ukwa East Mine,133.7,28.6,78.9,77.1,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.1,13320
2023-07-28,Balaghat Central Mine,73.2,29.8,71.4,86.9,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.3,13320
2023-07-28,Mansar West Mine,73.2,29.8,71.4,86.9,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.3,13320
2023-07-28,Dongri Buzurg Mine,73.2,29.8,71.4,86.9,1,1500,5000,17806,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,96.3,12820
2023-07-28,Ukwa East Mine,73.2,29.8,71.4,86.9,1,1500,5000,18230,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.6,13125
2023-07-29,Balaghat Central Mine,104.8,25.8,74.0,65.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.6,13320
2023-07-29,Mansar West Mine,104.8,25.8,74.0,65.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.7,13320
2023-07-29,Dongri Buzurg Mine,104.8,25.8,74.0,65.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.2,13320
2023-07-29,Ukwa East Mine,104.8,25.8,74.0,65.1,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.8,13320
2023-07-30,Balaghat Central Mine,28.1,30.4,87.0,88.4,4,1500,5000,16780,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,85.3,12585
2023-07-30,Mansar West Mine,28.1,30.4,87.0,88.4,4,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,94.2,13875
2023-07-30,Dongri Buzurg Mine,28.1,30.4,87.0,88.4,4,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,86.9,13875
2023-07-30,Ukwa East Mine,28.1,30.4,87.0,88.4,4,1500,5000,18500,HIGH_MOISTURE,Rock Bench Blasting Misfire Risk,Switch to Emulsion Charges & Dry Stemming Sequence,91.5,13875
2023-07-31,Balaghat Central Mine,27.4,20.3,63.9,72.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,90.4,14800
2023-07-31,Mansar West Mine,27.4,20.3,63.9,72.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,95.8,14800
2023-07-31,Dongri Buzurg Mine,27.4,20.3,63.9,72.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,91.6,14800
2023-07-31,Ukwa East Mine,27.4,20.3,63.9,72.3,3,1500,5000,18500,FLEET_BREAKDOWN,Haul Truck & Shovel Mechanical Failure,Reallocate Backup Fleet & Deploy Mobile Mechanics,90.6,14800
2023-08-01,Balaghat Central Mine,125.5,22.5,83.9,90.4,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.0,13320
2023-08-01,Mansar West Mine,125.5,22.5,83.9,90.4,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.2,13320
2023-08-01,Dongri Buzurg Mine,125.5,22.5,83.9,90.4,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.3,13320
2023-08-01,Ukwa East Mine,125.5,22.5,83.9,90.4,1,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,89.4,13320
2023-08-02,Balaghat Central Mine,140.5,31.4,82.3,75.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.1,13320
2023-08-02,Mansar West Mine,140.5,31.4,82.3,75.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.2,13320
2023-08-02,Dongri Buzurg Mine,140.5,31.4,82.3,75.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.4,13320
2023-08-02,Ukwa East Mine,140.5,31.4,82.3,75.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.6,13320
2023-08-03,Balaghat Central Mine,136.3,21.8,64.2,69.7,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,88.2,13320
2023-08-03,Mansar West Mine,136.3,21.8,64.2,69.7,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.9,13320
2023-08-03,Dongri Buzurg Mine,136.3,21.8,64.2,69.7,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.2,13320
2023-08-03,Ukwa East Mine,136.3,21.8,64.2,69.7,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.9,13320
2023-08-04,Balaghat Central Mine,149.4,32.0,62.7,56.3,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.3,13320
2023-08-04,Mansar West Mine,149.4,32.0,62.7,56.3,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.7,13320
2023-08-04,Dongri Buzurg Mine,149.4,32.0,62.7,56.3,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.1,13320
2023-08-04,Ukwa East Mine,149.4,32.0,62.7,56.3,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.8,13320
2023-08-05,Balaghat Central Mine,140.1,29.1,63.7,73.0,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.7,13320
2023-08-05,Mansar West Mine,140.1,29.1,63.7,73.0,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,85.8,13320
2023-08-05,Dongri Buzurg Mine,140.1,29.1,63.7,73.0,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,96.5,13320
2023-08-05,Ukwa East Mine,140.1,29.1,63.7,73.0,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,97.8,13320
2023-08-06,Balaghat Central Mine,86.3,30.6,91.6,74.2,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.9,13320
2023-08-06,Mansar West Mine,86.3,30.6,91.6,74.2,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,89.2,13320
2023-08-06,Dongri Buzurg Mine,86.3,30.6,91.6,74.2,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.0,13320
2023-08-06,Ukwa East Mine,86.3,30.6,91.6,74.2,4,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,91.0,13320
2023-08-07,Balaghat Central Mine,85.9,28.9,71.5,79.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.1,13320
2023-08-07,Mansar West Mine,85.9,28.9,71.5,79.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,86.1,13320
2023-08-07,Dongri Buzurg Mine,85.9,28.9,71.5,79.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,89.4,13320
2023-08-07,Ukwa East Mine,85.9,28.9,71.5,79.2,2,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.8,13320
2023-08-08,Balaghat Central Mine,85.2,22.8,75.4,66.3,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,89.3,13320
2023-08-08,Mansar West Mine,85.2,22.8,75.4,66.3,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.2,13320
2023-08-08,Dongri Buzurg Mine,85.2,22.8,75.4,66.3,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,87.0,13320
2023-08-08,Ukwa East Mine,85.2,22.8,75.4,66.3,5,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.5,13320
2023-08-09,Balaghat Central Mine,76.4,27.6,80.0,73.5,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.4,13320
2023-08-09,Mansar West Mine,76.4,27.6,80.0,73.5,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,92.2,13320
2023-08-09,Dongri Buzurg Mine,76.4,27.6,80.0,73.5,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,94.0,13320
2023-08-09,Ukwa East Mine,76.4,27.6,80.0,73.5,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.7,13320
2023-08-10,Balaghat Central Mine,119.5,27.4,86.6,95.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,90.7,13320
2023-08-10,Mansar West Mine,119.5,27.4,86.6,95.1,3,1500,5000,18500,HEAVY_RAIN,Pit Waterlogging & Haul Mud Friction,Deploy Dewatering Pumps & Route via High Ramp,95.9,13320
